"","INVENTORY_ID","province","notebook","class","subclass","IFN3_ID","X","Y","Forest_type","Deadwood","species_1","species_2","species_3","N","N_dead","N_alive","N_sp_1","N_sp_2","N_sp_3","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","DBHm","Dg","Do","G","G_dead","G_alive","G_sp_1","G_sp_2","G_sp_3","Hm","Ho","Fcc","slenderness","dominant_slenderness","SDI","S","S_staggered"
"427","IFN3",34,271,"A",NA,"34_271_A_3C",350000,4730000,"natural",0,43,NA,NA,14.1471060526129,NA,14.1471060526129,14.1471060526129,NA,NA,0,0,0,0,14.1471060526129,0,0,0,0,27.1,27.1,27.1875,0.816011111111111,NA,0.816011111111111,0.816011111111111,NA,NA,8,11.6875,"75",29.520295202952,42.9885057471264,16.1023627883878,227.480708137606,423.389304689686
"428","IFN3",34,271,"A",NA,"34_271_A_3E",350000,4730000,"natural",0,43,NA,NA,767.480503354251,NA,767.480503354251,767.480503354251,NA,NA,0,381.971863420549,127.323954473516,159.154943091895,56.5884242104517,28.2942121052258,14.1471060526129,0,0,13.6688940092166,15.3340728550043,27.1875,14.1733423611111,NA,14.1733423611111,14.1733423611111,NA,NA,6.47004608294931,11.6875,"75",47.3340862734521,42.9885057471264,350.230497581156,30.8847933813398,57.4830775860784
"429","IFN3",34,272,"A",NA,"34_272_A_1",355000,4730000,"plantation",0,21,NA,NA,537.590029999291,NA,537.590029999291,537.590029999291,NA,NA,0,0,95.4929658551372,159.154943091895,254.647908947033,28.2942121052258,0,0,0,21.8154605263158,22.1560297572752,26.69375,20.7264520833333,NA,20.7264520833333,20.7264520833333,NA,NA,11.4605263157895,12,"80",52.5339646255221,44.9543432451417,442.865709981834,35.9412478228232,66.894199732224
"430","IFN3",34,274,"A",NA,"34_274_A_3C",357000,4730000,"plantation",0,21,NA,NA,509.295817894065,NA,509.295817894065,509.295817894065,NA,NA,0,127.323954473516,254.647908947033,127.323954473516,0,0,0,0,0,14.784375,15.0911346077755,22.4775862068966,9.10969375,NA,9.10969375,9.10969375,NA,NA,7.8125,9.37931034482759,"90",52.8429507503699,41.7273912709979,226.529639639681,47.2437147759742,87.9304610651105
"431","IFN3",34,274,"A",NA,"34_274_A_3E",357000,4730000,"plantation",0,21,25,NA,516.369370920372,NA,516.369370920372,452.707393683613,63.6619772367581,NA,0,0,286.478897565412,173.302049144508,56.5884242104517,0,0,0,0,17.0554794520548,17.3914953235494,22.4775862068966,12.2666,NA,12.2666,11.35531875,0.91128125,NA,8.89041095890411,9.37931034482759,"90",52.1264206256777,41.7273912709979,288.408146349089,46.9190118576564,87.3261208380081
"432","IFN3",34,276,"A",NA,"34_276_A_4C",368000,4730000,"natural",0,43,NA,NA,127.323954473516,NA,127.323954473516,127.323954473516,NA,NA,0,127.323954473516,0,0,0,0,0,0,0,8.1,8.1,8.1,0.6561,NA,0.6561,0.6561,NA,NA,6,6,"30",74.0740740740741,74.0740740740741,20.860987364012,147.70448757546,274.909027697817
"433","IFN3",34,277,"A",NA,"34_277_A_1",371000,4730000,"plantation",0,21,25,43,1549.10811276111,NA,1549.10811276111,753.333397301638,604.788783749202,190.985931710274,0,381.971863420549,700.281749604339,381.971863420549,84.8826363156775,0,0,0,0,14.9114155251142,15.6321498709883,23.1924242424242,29.7309666666667,NA,29.7309666666667,17.7030291666667,10.49405625,1.53388125,8.94634703196347,10.6060606060606,"85",59.9966315531602,45.7307114392108,729.101588120537,23.955488496171,44.5861879934023
"434","IFN3",34,279,"A",NA,"34_279_A_1",356000,4729000,"plantation",0,25,21,26,633.082995854428,NA,633.082995854428,403.192522499468,215.743367302347,14.1471060526129,0,0,190.985931710274,286.478897565412,155.618166578742,0,0,0,0,19.8824022346369,20.1554500025296,25.28125,20.1992631944444,NA,20.1992631944444,13.2623097222222,6.20592847222222,0.731025,10.6033519553073,11.25,"65",53.3303361946642,44.4993819530284,448.040110514244,35.3278455586691,65.7525294770119
"435","IFN3",34,28,"A",NA,"34_28_A_1",376000,4762000,"natural",0,42,43,NA,928.191628111934,NA,928.191628111934,355.23383298111,572.957795130823,NA,0,509.295817894065,381.971863420549,31.8309886183791,0,0,0,0,5.09295817894065,11.9537037037037,12.6813085452469,18.5981012658228,11.72345625,NA,11.72345625,6.89395,4.82950625,NA,7.68861454046639,9.71518987341772,"60",64.3199357374415,52.2375361579037,312.264248630163,33.7854636799459,62.8818333351503
"436","IFN3",34,280,"A",NA,"34_280_A_1",357000,4729000,"plantation",0,21,NA,NA,647.230101907041,NA,647.230101907041,647.230101907041,NA,NA,0,0,31.8309886183791,459.78094670992,155.618166578742,0,0,0,0,21.1207650273224,21.2529502934266,24.9375,22.9608013888889,NA,22.9608013888889,22.9608013888889,NA,NA,11.6338797814208,11.875,"75",55.0826628030323,47.6190476190476,498.738451106411,33.1006885484135,61.6073232055577
"437","IFN3",34,281,"A",NA,"34_281_A_1",358000,4729000,"plantation",0,21,NA,NA,760.406950327944,NA,760.406950327944,760.406950327944,NA,NA,0,0,222.816920328653,381.971863420549,155.618166578742,0,0,0,0,19.9123255813954,20.1934801244086,25.4125,24.3533270833333,NA,24.3533270833333,24.3533270833333,NA,NA,11.053488372093,11.125,"75",55.5107856533875,43.777668470241,539.779384495355,32.5969481336684,60.6697566501819
"439","IFN3",34,283,"A",NA,"34_283_A_1",356000,4728000,"plantation",0,21,NA,NA,608.325560262356,NA,608.325560262356,608.325560262356,NA,NA,0,0,95.4929658551372,300.626003618025,155.618166578742,56.5884242104517,0,0,0,21.1459302325581,21.5402199520199,27.65625,22.1679847222222,NA,22.1679847222222,22.1679847222222,NA,NA,16.4505813953488,18.0625,"85",77.7954964119766,65.3107344632768,478.9705546264,22.4467829683275,41.7781706030717
"440","IFN3",34,284,"A",NA,"34_284_A_1",357000,4728000,"plantation",0,21,25,NA,1075.18005999858,NA,1075.18005999858,728.575961709565,346.604098289017,NA,0,127.323954473516,445.633840657307,445.633840657307,56.5884242104517,0,0,0,0,17.1986842105263,17.5629132279537,22.7602941176471,26.0473888888889,NA,26.0473888888889,18.4978673611111,7.54952152777778,NA,9.52467105263158,10.9117647058824,"65",55.3802310458266,47.9421076436002,610.049336845808,27.9488798501574,52.0187267900345
"441","IFN3",34,285,"A",NA,"34_285_A_1",358000,4728000,"plantation",0,21,25,26,811.478003177877,NA,811.478003177877,481.001605788839,219.2801438155,111.196253573538,0,0,63.6619772367581,318.309886183791,367.824757367936,28.2942121052258,14.1471060526129,14.1471060526129,5.09295817894065,22.8890516039052,23.4060239269071,31.4627717391304,34.915794,NA,34.915794,17.8250756944444,10.3282145833333,6.76250372222222,13.2241108786611,14.6277173913043,"90",57.7748309869024,46.492144788095,730.05218918557,23.998553350706,44.6663407191759
"442","IFN3",34,286,"A",NA,"34_286_A_4",359000,4728000,"plantation",0,25,21,26,870.047022235694,NA,870.047022235694,477.464829275686,318.309886183791,74.2723067762178,0,0,159.154943091895,413.802852038928,268.795014999645,28.2942121052258,0,0,0,20.9886178861789,21.3019346233901,27.3875,31.0077819444444,NA,31.0077819444444,16.4899159722222,10.9560770833333,3.56178888888889,12.5223577235772,13.5,"90",59.6626123334366,49.2925604746691,672.917127323007,25.1127844514843,46.74015847227
"443","IFN3",34,288,"A",NA,"34_288_A_1",364000,4728000,"natural",0,43,NA,NA,109.64007190775,NA,109.64007190775,109.64007190775,NA,NA,0,0,31.8309886183791,63.6619772367581,14.1471060526129,0,0,0,0,19.9661290322581,20.1316694017964,19.9661290322581,3.48994652777778,NA,3.48994652777778,3.48994652777778,NA,NA,6.08064516129032,6.08064516129032,"50",30.4548024880847,30.4548024880847,77.4466542283526,157.06003266577,292.321659139001
"444","IFN3",34,289,"A",NA,"34_289_A_1",366000,4728000,"natural",0,43,NA,NA,31.8309886183791,NA,31.8309886183791,31.8309886183791,NA,NA,0,0,31.8309886183791,0,0,0,0,0,0,16.15,16.15,16.15,0.65205625,NA,0.65205625,0.65205625,NA,NA,8.5,8.5,"85",52.6315789473684,52.6315789473684,15.7860443533113,208.523982459473,388.106862632212
"445","IFN3",34,29,"A",NA,"34_29_A_1",373000,4761000,"natural",1,71,42,NA,928.050157051407,790.54028622001,137.509870831398,922.957198872467,5.09295817894065,NA,0,381.971863420549,286.478897565412,95.4929658551372,70.7355302630646,28.2942121052258,0,14.1471060526129,50.9295817894065,18.3062195121951,23.9259502162401,48.7089473684211,41.7253241666667,37.1171741666667,4.60815,30.8089081666667,10.916416,NA,9.77995426829268,16.343023255814,"80",53.4242160801007,33.5524049251154,864.89381661302,20.0854643732928,37.3832614862168
"446","IFN3",34,290,"A",NA,"34_290_A_1",368000,4728000,"natural",0,43,NA,NA,491.611935328299,NA,491.611935328299,491.611935328299,NA,NA,0,254.647908947033,127.323954473516,95.4929658551372,14.1471060526129,0,0,0,0,13.3935251798561,14.1803834003632,20.9483870967742,7.76404861111111,NA,7.76404861111111,7.76404861111111,NA,NA,6.97482014388489,8.19354838709677,"65",52.0760595154966,39.1130274099169,197.873620967658,55.0448595778435,102.450027583468
"448","IFN3",34,292,"A",NA,"34_292_A_1",356000,4727000,"plantation",0,21,NA,NA,891.267681314614,NA,891.267681314614,891.267681314614,NA,NA,0,127.323954473516,509.295817894065,254.647908947033,0,0,0,0,0,15.8107142857143,16.1100789215057,20.6,18.167425,NA,18.167425,18.167425,NA,NA,12.1964285714286,12.875,"50",77.140275581658,62.5,440.256931020416,26.0164887646866,48.422141722385
"449","IFN3",34,293,"A",NA,"34_293_A_1",357000,4727000,"plantation",0,25,21,43,916.025116906686,NA,916.025116906686,519.906147433525,236.964026381266,159.154943091895,0,127.323954473516,318.309886183791,413.802852038928,56.5884242104517,0,0,0,0,17.3364864864865,17.7145891819192,22.475,22.5766465277778,NA,22.5766465277778,13.6671965277778,7.18231875,1.72713125,8.27992277992278,9.86764705882353,"65",47.7600971014331,43.9049924752994,526.968990129633,33.4836428994572,62.3200815653487
"450","IFN3",34,294,"A",NA,"34_294_A_1",358000,4727000,"plantation",0,21,25,NA,643.693325393888,NA,643.693325393888,300.626003618025,343.067321775863,NA,0,0,190.985931710274,268.795014999645,155.618166578742,28.2942121052258,0,0,0,20.4906593406593,20.8307563974022,26.21875,21.9370875,NA,21.9370875,11.5907736111111,10.3463138888889,NA,10.5412087912088,11.4375,"85",51.4439707183654,43.6233611442193,480.293690403187,34.4611201520538,64.1393717272051
"451","IFN3",34,295,"A",NA,"34_295_A_1",359000,4727000,"plantation",0,21,NA,NA,611.862336775509,NA,611.862336775509,611.862336775509,NA,NA,0,0,0,173.302049144508,325.383439210097,99.0297423682904,14.1471060526129,0,0,24.5797687861272,24.805772100053,30.00625,29.5698486111111,NA,29.5698486111111,29.5698486111111,NA,NA,15.1560693641618,15.875,"80",61.6607483009195,52.905644657363,604.250710573628,25.4659220587793,47.3974216188307
"452","IFN3",34,296,"A",NA,"34_296_A_1",360000,4727000,"plantation",0,25,26,NA,877.120575262001,NA,877.120575262001,714.428855656952,162.691719605049,NA,0,0,286.478897565412,350.14087480217,226.353696841807,14.1471060526129,0,0,0,19.8479838709677,20.1715505505378,25.73125,28.0303,NA,28.0303,20.8915958333333,7.13870416666667,NA,9.97379032258065,10.5625,"90",50.2508989699937,41.0493077483605,621.544365616021,31.9671286390974,59.4975304861718
"453","IFN3",34,297,"A",NA,"34_297_A_1",362000,4727000,"plantation",0,25,21,NA,887.730904801461,NA,887.730904801461,855.899916183082,31.8309886183791,NA,0,0,318.309886183791,413.802852038928,141.471060526129,14.1471060526129,0,0,0,19.2713147410359,19.5449125241759,24.9875,26.6341402777778,NA,26.6341402777778,26.0716402777778,0.5625,NA,11.0657370517928,12.0625,"80",57.4207686423684,48.2741370685343,597.993913578569,27.8241562803907,51.7865900698956
"454","IFN3",34,298,"A",NA,"34_298_A_1",363000,4727000,"plantation",0,21,NA,NA,594.178454209743,NA,594.178454209743,594.178454209743,NA,NA,0,0,95.4929658551372,300.626003618025,169.765272631355,28.2942121052258,0,0,0,21.0532738095238,21.3882516009986,26.26875,21.3480076388889,NA,21.3480076388889,21.3480076388889,NA,NA,13,13.875,"85",61.7481163149041,52.819414703783,462.545560489477,29.5670883078845,55.0305520976363
"455","IFN3",34,299,"A",NA,"34_299_A_1",353000,4726000,"plantation",0,21,25,NA,1457.15192341913,NA,1457.15192341913,1145.91559026165,311.236333157484,NA,0,127.323954473516,541.126806512444,604.788783749202,169.765272631355,14.1471060526129,0,0,0,17.7433252427184,18.2701977938714,24.79375,38.2015701388889,NA,38.2015701388889,27.4585840277778,10.7429861111111,NA,11.9696601941748,12.6875,"75",67.4600731849116,51.1721704058482,880.864352006486,20.647692691534,38.429686295977
"456","IFN3",34,3,"A",NA,"34_3_A_1",375000,4764000,"natural",0,71,65,NA,906.546555851436,NA,906.546555851436,874.715567233057,31.8309886183791,NA,0,0,413.802852038928,222.816920328653,113.176848420903,84.8826363156775,14.1471060526129,42.4413181578388,15.278874536822,20.9583723470662,22.2884984885038,38.114406779661,35.3705341388889,NA,35.3705341388889,34.8770278888889,0.49350625,NA,9.83153870162297,11,"80",46.9098388883201,28.8604780433574,753.990896094262,30.1934165576461,56.1962803228786
"457","IFN3",34,30,"A",NA,"34_30_A_4",374000,4761000,"natural",0,71,NA,NA,494.724298659874,NA,494.724298659874,494.724298659874,NA,NA,0,127.323954473516,95.4929658551372,63.6619772367581,28.2942121052258,99.0297423682904,56.5884242104517,14.1471060526129,10.1859163578813,21.7602230483271,24.6947925588637,37.4650259067358,23.6953914444444,NA,23.6953914444444,23.6953914444444,NA,NA,12.6255361738633,17.5051813471503,"80",58.0211707656826,46.7240604363309,485.066370604386,25.6833556082925,47.8021110542484
"458","IFN3",34,300,"A",NA,"34_300_A_1",354000,4726000,"plantation",0,21,25,NA,1022.12841230128,NA,1022.12841230128,643.693325393888,378.435086907396,NA,0,0,381.971863420549,541.126806512444,84.8826363156775,14.1471060526129,0,0,0,19.2083044982699,19.4146321411576,24.0810810810811,30.2589375,NA,30.2589375,19.1644444444444,11.0944930555556,NA,11.621107266436,13.0540540540541,"85",60.5004323389537,54.2087542087542,681.175561478968,23.9608302826102,44.5961301782355
"459","IFN3",34,301,"A",NA,"34_301_A_1",356000,4726000,"plantation",0,21,25,NA,1556.18166578742,NA,1556.18166578742,1174.20980236687,381.971863420549,NA,0,254.647908947033,827.605704077856,445.633840657307,28.2942121052258,0,0,0,0,15.5685227272727,15.9342953106014,21.4271428571429,31.0324381944444,NA,31.0324381944444,26.5631819444444,4.46925625,NA,10.7420454545455,11.8714285714286,"90",68.9984890841806,55.403693579572,755.2849370069,21.3533918159185,39.7431403644096
"460","IFN3",34,302,"A",NA,"34_302_A_3C",357000,4726000,"plantation",0,21,26,NA,378.010673725817,NA,378.010673725817,311.236333157484,66.774340568333,NA,0,0,31.8309886183791,222.816920328653,42.4413181578388,56.5884242104517,14.1471060526129,0,10.1859163578813,22.9130426646707,23.6476014049646,33.1494350282486,16.6022954166667,NA,16.6022954166667,11.74791875,4.85437666666667,NA,12.596744011976,13.4689265536723,"90",54.9763040916378,40.6309384826458,345.731252019536,38.1869509875119,71.0739242865446
"461","IFN3",34,302,"A",NA,"34_302_A_3E",357000,4726000,"plantation",0,26,21,NA,503.778446533546,NA,503.778446533546,234.983431533901,268.795014999645,NA,0,0,190.985931710274,95.4929658551372,183.912378683968,14.1471060526129,14.1471060526129,0,5.09295817894065,21.1316764953665,21.8079901188631,33.1494350282486,18.817449,NA,18.817449,12.584549,6.2329,NA,11.6856220162876,13.4689265536723,"90",55.2990768094044,40.6309384826458,404.598225689552,33.0786078774493,61.5662264461745
"462","IFN3",34,303,"A",NA,"34_303_A_1",358000,4726000,"plantation",0,25,21,NA,587.104901183436,NA,587.104901183436,558.81068907821,28.2942121052258,NA,0,0,222.816920328653,222.816920328653,113.176848420903,14.1471060526129,14.1471060526129,0,0,19.7409638554217,20.3205790698725,27.5625,19.0404736111111,NA,19.0404736111111,16.8568680555556,2.18360555555556,NA,10.5813253012048,11.875,"85",53.6008544400366,43.0839002267574,420.977999494646,34.7542986485187,64.685038393994
"463","IFN3",34,304,"A",NA,"34_304_A_1",359000,4726000,"plantation",0,21,25,NA,1542.03455973481,NA,1542.03455973481,969.076764603985,572.957795130823,NA,0,286.478897565412,1050.42262440651,190.985931710274,14.1471060526129,0,0,0,0,14.8927752293578,15.1227616055396,19.9516129032258,27.6978590277778,NA,27.6978590277778,16.1866527777778,11.51120625,NA,9.58715596330275,10.8709677419355,"85",64.3745427944404,54.4866612772837,688.189937751792,23.4252772343775,43.599353640251
"465","IFN3",34,306,"A",NA,"34_306_A_3C",362000,4726000,"plantation",0,25,NA,NA,601.252007236049,NA,601.252007236049,601.252007236049,NA,NA,0,127.323954473516,159.154943091895,286.478897565412,28.2942121052258,0,0,0,0,16.3441176470588,16.8814133782411,23.6864864864865,13.4574888888889,NA,13.4574888888889,13.4574888888889,NA,NA,7.5,10.472972972973,"60",45.8880691020335,44.2149703331812,320.15033219393,38.9405200844225,72.476474413053
"466","IFN3",34,306,"A",NA,"34_306_A_3E",362000,4726000,"natural",0,43,25,NA,484.538382301992,NA,484.538382301992,456.244170196767,28.2942121052258,NA,0,127.323954473516,159.154943091895,127.323954473516,70.7355302630646,0,0,0,0,15.3594890510949,16.4982486352096,23.6864864864865,10.3584256944444,NA,10.3584256944444,8.77567847222222,1.58274722222222,NA,9.25547445255475,10.472972972973,"60",60.2589996435785,44.2149703331812,248.669322556464,43.377640457354,80.7348859719948
"467","IFN3",34,308,"A",NA,"34_308_A_1",364000,4726000,"natural",0,43,21,NA,1479.92876416384,NA,1479.92876416384,1119.17755982221,360.751204341629,NA,0,891.267681314614,445.633840657307,95.4929658551372,42.4413181578388,0,0,0,5.09295817894065,12.4873004492878,13.9705990613184,25.0552162849873,22.6861474722222,NA,22.6861474722222,15.0128315,7.67331597222222,NA,9.01099321288596,12.0089058524173,"80",72.1612589484853,47.9297632709436,581.590386435415,21.6459252471503,40.2876064295177
"468","IFN3",34,309,"A",NA,"34_309_A_1",366000,4726000,"natural",0,43,NA,NA,427.949958091541,NA,427.949958091541,427.949958091541,NA,NA,0,254.647908947033,127.323954473516,31.8309886183791,0,14.1471060526129,0,0,0,11.9549586776859,12.8944739589363,18.4435483870968,5.58843402777778,NA,5.58843402777778,5.58843402777778,NA,NA,7.09090909090909,9.38709677419355,"80",59.3135391102969,50.8963707914298,147.875797389801,51.4958475895698,95.8445719808696
"469","IFN3",34,31,"A",NA,"34_31_A_1",375000,4761000,"natural",1,71,42,NA,1420.93533192444,1405.65645738762,15.278874536822,971.764714753981,449.17061717046,NA,0,763.943726841098,222.816920328653,159.154943091895,155.618166578742,99.0297423682904,0,0,20.3718327157626,15.6743528474711,19.2783410203527,41.2274193548387,41.4766346666667,33.4406226666667,8.036012,22.8460048055556,18.6306298611111,NA,11.2236658701712,14.7295597484277,"90",71.6052903707731,35.7275812527881,936.305125934706,18.0103883312142,33.5211097906874
"470","IFN3",34,310,"A",NA,"34_310_A_1",370000,4726000,"natural",1,43,NA,NA,652.323060085982,620.492071467603,31.8309886183791,652.323060085982,NA,NA,0,254.647908947033,95.4929658551372,254.647908947033,28.2942121052258,14.1471060526129,0,0,5.09295817894065,16.1340815441336,17.2462160993726,24.8877226463104,15.23843125,14.350125,0.88830625,15.23843125,NA,NA,8.27662112340056,11.3403307888041,"65",51.2989915215222,45.5659641903204,359.469960878585,34.525733306622,64.2596303584112
"471","IFN3",34,311,"A",NA,"34_311_A_4",371000,4726000,"natural",0,43,NA,NA,127.323954473516,NA,127.323954473516,127.323954473516,NA,NA,0,127.323954473516,0,0,0,0,0,0,0,12.45,12.45,12.45,1.550025,NA,1.550025,1.550025,NA,NA,7,7,"25",56.2248995983936,56.2248995983936,41.5875382926325,126.603846493251,235.636309455272
"472","IFN3",34,312,"A",NA,"34_312_A_1",372000,4726000,"plantation",0,21,25,NA,640.156548880735,NA,640.156548880735,470.39127624938,169.765272631355,NA,0,0,222.816920328653,318.309886183791,84.8826363156775,14.1471060526129,0,0,0,18.8848066298343,19.2645299257384,24.2135135135135,18.6591951388889,NA,18.6591951388889,13.1512263888889,5.50796875,NA,11.1850828729282,12.3918918918919,"80",59.2279449409768,51.1775867842393,421.337134099645,31.894756265587,59.3628303212647
"473","IFN3",34,313,"A",NA,"34_313_A_4C",376000,4742000,"natural",0,43,NA,NA,1018.59163578813,NA,1018.59163578813,1018.59163578813,NA,NA,127.323954473516,891.267681314614,0,0,0,0,0,0,0,8.4875,8.54093086261679,10.45,5.8358,NA,5.8358,5.8358,NA,NA,7.125,7.5,"40",83.9469808541973,71.7703349282297,181.707246722173,41.7771379105167,77.7560150778107
"474","IFN3",34,314,"A",NA,"34_314_A_1",380000,4742000,"natural",0,44,NA,NA,254.647908947033,NA,254.647908947033,254.647908947033,NA,NA,0,254.647908947033,0,0,0,0,0,0,0,9.7,9.72175395697711,10.35,1.89025,NA,1.89025,1.89025,NA,NA,3.75,4,"80",38.659793814433,38.6473429951691,55.9212054211138,156.664267164438,291.58505654179
"476","IFN3",34,317,"A",NA,"34_317_A_1",396000,4740000,"plantation",0,25,NA,NA,1170.67302585372,NA,1170.67302585372,1170.67302585372,NA,NA,0,286.478897565412,127.323954473516,459.78094670992,226.353696841807,56.5884242104517,14.1471060526129,0,0,19.1226586102719,20.0498137201192,29.2375,36.9612097222222,NA,36.9612097222222,36.9612097222222,NA,NA,10.6933534743202,11.8125,"85",55.9198053589484,40.4018811457888,821.540535297883,24.7423173336714,46.0506414723214
"477","IFN3",34,319,"A",NA,"34_319_A_1",392000,4739000,"plantation",0,21,NA,NA,1499.59324157697,NA,1499.59324157697,1499.59324157697,NA,NA,127.323954473516,636.619772367581,509.295817894065,127.323954473516,84.8826363156775,14.1471060526129,0,0,0,12.9126179245283,13.8376931306936,24.3189189189189,22.5522951388889,NA,22.5522951388889,22.5522951388889,NA,NA,7.17334905660377,9.71621621621622,"80",55.5530187490297,39.9533229606579,580.345994764681,26.5776202704088,49.4665251340258
"478","IFN3",34,32,"A",NA,"34_32_A_1",373000,4760000,"natural",0,71,42,NA,1246.07710111415,NA,1246.07710111415,1235.89118475626,10.1859163578813,NA,0,509.295817894065,350.14087480217,159.154943091895,42.4413181578388,56.5884242104517,84.8826363156775,28.2942121052258,15.278874536822,17.911285195277,21.6592725322388,46.8680790960452,45.9116106111111,NA,45.9116106111111,35.7031426111111,10.208468,NA,9.45765213442325,15.364406779661,"75",52.8027555326801,32.7822412951366,989.827706438929,18.4379123301403,34.3168216122542
"479","IFN3",34,320,"A",NA,"34_320_A_1",394000,4739000,"plantation",0,25,NA,NA,608.325560262355,NA,608.325560262355,608.325560262355,NA,NA,0,0,95.4929658551372,413.802852038928,99.0297423682904,0,0,0,0,20.2255813953488,20.4431372461547,23.772972972973,19.9673777777778,NA,19.9673777777778,19.9673777777778,NA,NA,9.26162790697675,9.72972972972973,"75",45.7916522938944,40.9276944065484,440.424185115867,41.67073789589,77.5579823365705
"480","IFN3",34,321,"A",NA,"34_321_A_1",376000,4738000,"natural",0,43,NA,NA,1181.28335539318,NA,1181.28335539318,1181.28335539318,NA,NA,0,381.971863420549,509.295817894065,190.985931710274,70.7355302630646,0,28.2942121052258,0,0,15.5260479041916,16.289272212765,25.4891891891892,24.6176916666667,NA,24.6176916666667,24.6176916666667,NA,NA,10.4850299401198,13.4054054054054,"80",67.531866478971,52.5925140494115,593.96734439304,21.7041611451858,40.3959956488898
"481","IFN3",34,323,"A",NA,"34_323_A_1",393000,4738000,"plantation",0,26,21,28,350.706759044274,NA,350.706759044274,156.184050820847,162.691719605049,31.8309886183791,0,0,31.8309886183791,63.6619772367581,99.0297423682904,42.4413181578388,0,42.4413181578388,71.3014145051691,32.2668212989108,35.4021474514052,50.0164179104478,34.5217839722222,NA,34.5217839722222,26.3171652222222,7.0328125,1.17180625,14.9118596208148,16.4228855721393,"75",46.2142195001966,32.8349895059334,612.975251699721,32.5146037055703,60.5164964003657
"482","IFN3",34,324,"A",NA,"34_324_A_1",394000,4738000,"plantation",0,26,21,25,551.312722870326,NA,551.312722870326,194.098295041849,325.383439210097,31.8309886183791,0,0,95.4929658551372,63.6619772367581,183.912378683968,99.0297423682904,84.8826363156775,14.1471060526129,10.1859163578813,25.9297279958943,27.0406716996582,37.2854922279793,31.6608701944444,NA,31.6608701944444,17.8851514444444,13.34669375,0.429025,12.2462150372081,13.9715025906736,"80",47.2284747419918,37.4716860521671,625.305644716936,30.4830119888273,56.7352781537405
"483","IFN3",34,325,"A",NA,"34_325_A_4C",376000,4736000,"natural",0,42,NA,NA,445.633840657307,NA,445.633840657307,445.633840657307,NA,NA,0,381.971863420549,63.6619772367581,0,0,0,0,0,0,9.46785714285714,9.61573301566612,10.6916666666667,3.23618125,NA,3.23618125,3.23618125,NA,NA,7.35714285714286,9.83333333333333,"80",77.7065258393059,91.9719407638348,96.1548501563509,48.1737170263187,89.6613902914035
"484","IFN3",34,326,"A",NA,"34_326_A_3C",378000,4736000,"plantation",0,25,43,NA,541.126806512444,NA,541.126806512444,381.971863420549,159.154943091895,NA,0,509.295817894065,31.8309886183791,0,0,0,0,0,0,10.1617647058824,10.2910369339766,12.1083333333333,4.50098125,NA,4.50098125,2.805325,1.69565625,NA,5.14705882352941,6,"80",50.6512301013025,49.5526496902959,130.197381362736,71.6472004295708,133.350465721641
"485","IFN3",34,326,"A",NA,"34_326_A_3E",378000,4736000,"natural",0,43,NA,NA,795.774715459477,NA,795.774715459477,795.774715459477,NA,NA,0,795.774715459477,0,0,0,0,0,0,0,9.332,9.40946332157153,12.1083333333333,5.533625,NA,5.533625,5.533625,NA,NA,6.5,6,"80",69.6528075439349,49.5526496902959,165.831875410944,59.0817950301839,109.963611079127
"486","IFN3",34,327,"A",NA,"34_327_A_1",380000,4736000,"natural",0,45,44,NA,2355.49315776005,NA,2355.49315776005,2100.84524881302,254.647908947033,NA,0,2037.18327157626,318.309886183791,0,0,0,0,0,0,9.78513513513513,9.97755928016412,15.1375,18.4170625,NA,18.4170625,16.7114625,1.7056,NA,5.81756756756757,6.125,"65",59.4531142107444,40.4624277456647,539.28974448556,33.6397673388009,62.6106618891045
"487","IFN3",34,328,"A",NA,"34_328_A_1",392000,4736000,"natural",1,43,42,16,2610.14106670708,2482.81711223357,127.323954473516,1655.21140815571,541.126806512444,254.647908947033,0,2164.50722604978,254.647908947033,190.985931710274,0,0,0,0,0,10.6463414634146,11.1006536832351,19.9875,25.261025,24.5804,0.680625,11.9763375,9.07618125,2.3545,7.35975609756098,11.125,"85",69.1294387170676,55.6597873671044,709.177085706597,17.5941378564256,32.7463803618037
"488","IFN3",34,329,"A",NA,"34_329_A_1",394000,4736000,"natural",0,44,NA,NA,381.971863420549,NA,381.971863420549,381.971863420549,NA,NA,0,381.971863420549,0,0,0,0,0,0,0,9.8,9.81860478886894,10.3,2.89215,NA,2.89215,2.89215,NA,NA,4.5,4.5,"75",45.9183673469388,43.6893203883495,85.2270694714511,113.70296754961,211.625068191991
"489","IFN3",34,330,"A",NA,"34_330_A_1",377000,4735000,"plantation",0,25,NA,NA,1559.71844230057,NA,1559.71844230057,1559.71844230057,NA,NA,0,1400.56349920868,159.154943091895,0,0,0,0,0,0,10.3969387755102,10.4767210363486,13.2625,13.44580625,NA,13.44580625,13.44580625,NA,NA,4.05102040816327,5,"70",38.963588183335,37.7002827521206,386.201742098264,50.6415385973005,94.2545237821086
